service_id,date,exception_type
6589614541,20251204,1
6589614541,20251205,1
6589614541,20251208,1
6589614541,20251209,1
6589614541,20251210,1
6589614541,20251211,1
6589614541,20251212,1
6589614541,20251215,1
6589614541,20251216,1
6589614541,20251217,1
6589614541,20251218,1
6589614541,20251219,1
6589614541,20251222,1
6589614541,20251223,1
6589614541,20251229,1
6589614541,20251230,1
6589614541,20251231,1
12811914391,20250917,1
12811914391,20250918,1
12811914391,20250919,1
12811914391,20250923,1
12811914391,20250924,1
12811914391,20250925,1
12811914391,20250926,1
12811914391,20250929,1
12811914391,20250930,1
12811914391,20251001,1
12811914391,20251002,1
12811914391,20251003,1
12811914391,20251006,1
12811914391,20251007,1
12811914391,20251008,1
12811914391,20251009,1
12811914391,20251010,1
12811914391,20251013,1
12811914391,20251014,1
12811914391,20251015,1
12811914391,20251016,1
12811914391,20251017,1
12811914391,20251020,1
12811914391,20251021,1
